date,store,item,category,price,base_price,promo,units_sold
2024-12-07,Store_A,Bread_400g,Bakery,35.0,35.0,0,488
2024-12-08,Store_A,Bread_400g,Bakery,35.0,35.0,0,380
2024-12-09,Store_A,Bread_400g,Bakery,35.0,35.0,0,321
2024-12-10,Store_A,Bread_400g,Bakery,35.0,35.0,0,295
2024-12-11,Store_A,Bread_400g,Bakery,28.17,35.0,0,456
2024-12-12,Store_A,Bread_400g,Bakery,30.68,35.0,0,362
2024-12-13,Store_A,Bread_400g,Bakery,35.0,35.0,0,367
2024-12-14,Store_A,Bread_400g,Bakery,35.0,35.0,0,457
2024-12-15,Store_A,Bread_400g,Bakery,35.0,35.0,1,526
2024-12-16,Store_A,Bread_400g,Bakery,35.0,35.0,0,313
2024-12-17,Store_A,Bread_400g,Bakery,30.11,35.0,0,361
2024-12-18,Store_A,Bread_400g,Bakery,35.0,35.0,0,304
2024-12-19,Store_A,Bread_400g,Bakery,35.0,35.0,1,428
2024-12-20,Store_A,Bread_400g,Bakery,35.0,35.0,1,456
2024-12-21,Store_A,Bread_400g,Bakery,35.0,35.0,0,541
2024-12-22,Store_A,Bread_400g,Bakery,35.0,35.0,1,483
2024-12-23,Store_A,Bread_400g,Bakery,30.4,35.0,0,397
2024-12-24,Store_A,Bread_400g,Bakery,35.0,35.0,0,279
2024-12-25,Store_A,Bread_400g,Bakery,34.5,35.0,0,354
2024-12-26,Store_A,Bread_400g,Bakery,28.37,35.0,0,405
2024-12-27,Store_A,Bread_400g,Bakery,35.0,35.0,0,418
2024-12-28,Store_A,Bread_400g,Bakery,35.0,35.0,0,463
2024-12-29,Store_A,Bread_400g,Bakery,35.0,35.0,0,382
2024-12-30,Store_A,Bread_400g,Bakery,35.0,35.0,0,313
2024-12-31,Store_A,Bread_400g,Bakery,35.0,35.0,0,324
2025-01-01,Store_A,Bread_400g,Bakery,35.0,35.0,0,265
2025-01-02,Store_A,Bread_400g,Bakery,35.0,35.0,0,259
2025-01-03,Store_A,Bread_400g,Bakery,35.0,35.0,0,309
2025-01-04,Store_A,Bread_400g,Bakery,35.0,35.0,0,410
2025-01-05,Store_A,Bread_400g,Bakery,35.0,35.0,0,294
2025-01-06,Store_A,Bread_400g,Bakery,35.0,35.0,0,291
2025-01-07,Store_A,Bread_400g,Bakery,32.35,35.0,0,335
2025-01-08,Store_A,Bread_400g,Bakery,38.98,35.0,0,233
2025-01-09,Store_A,Bread_400g,Bakery,35.0,35.0,0,265
2025-01-10,Store_A,Bread_400g,Bakery,35.0,35.0,0,368
2025-01-11,Store_A,Bread_400g,Bakery,28.8,35.0,1,666
2025-01-12,Store_A,Bread_400g,Bakery,35.0,35.0,0,332
2025-01-13,Store_A,Bread_400g,Bakery,35.0,35.0,0,232
2025-01-14,Store_A,Bread_400g,Bakery,35.0,35.0,0,259
2025-01-15,Store_A,Bread_400g,Bakery,35.0,35.0,0,225
2025-01-16,Store_A,Bread_400g,Bakery,35.0,35.0,0,331
2025-01-17,Store_A,Bread_400g,Bakery,35.0,35.0,1,453
2025-01-18,Store_A,Bread_400g,Bakery,34.78,35.0,0,443
2025-01-19,Store_A,Bread_400g,Bakery,35.0,35.0,0,359
2025-01-20,Store_A,Bread_400g,Bakery,35.0,35.0,0,281
2025-01-21,Store_A,Bread_400g,Bakery,35.0,35.0,0,252
2025-01-22,Store_A,Bread_400g,Bakery,35.0,35.0,0,295
2025-01-23,Store_A,Bread_400g,Bakery,35.0,35.0,0,324
2025-01-24,Store_A,Bread_400g,Bakery,35.0,35.0,0,389
2025-01-25,Store_A,Bread_400g,Bakery,35.0,35.0,0,511
2025-01-26,Store_A,Bread_400g,Bakery,30.47,35.0,0,458
2025-01-27,Store_A,Bread_400g,Bakery,37.08,35.0,0,234
2025-01-28,Store_A,Bread_400g,Bakery,35.0,35.0,0,279
2025-01-29,Store_A,Bread_400g,Bakery,35.0,35.0,0,249
2025-01-30,Store_A,Bread_400g,Bakery,35.0,35.0,0,313
2025-01-31,Store_A,Bread_400g,Bakery,28.22,35.0,0,486
2025-02-01,Store_A,Bread_400g,Bakery,35.0,35.0,0,427
2025-02-02,Store_A,Bread_400g,Bakery,29.53,35.0,0,424
2025-02-03,Store_A,Bread_400g,Bakery,35.0,35.0,0,248
2025-02-04,Store_A,Bread_400g,Bakery,35.0,35.0,0,260
2025-02-05,Store_A,Bread_400g,Bakery,35.0,35.0,0,275
2025-02-06,Store_A,Bread_400g,Bakery,35.0,35.0,0,271
2025-02-07,Store_A,Bread_400g,Bakery,36.04,35.0,0,320
2025-02-08,Store_A,Bread_400g,Bakery,35.0,35.0,0,346
2025-02-09,Store_A,Bread_400g,Bakery,35.0,35.0,0,389
2025-02-10,Store_A,Bread_400g,Bakery,35.0,35.0,0,295
2025-02-11,Store_A,Bread_400g,Bakery,35.0,35.0,0,248
2025-02-12,Store_A,Bread_400g,Bakery,35.0,35.0,0,295
2025-02-13,Store_A,Bread_400g,Bakery,35.0,35.0,0,265
2025-02-14,Store_A,Bread_400g,Bakery,35.0,35.0,0,327
2025-02-15,Store_A,Bread_400g,Bakery,33.29,35.0,0,449
2025-02-16,Store_A,Bread_400g,Bakery,34.27,35.0,0,334
2025-02-17,Store_A,Bread_400g,Bakery,35.0,35.0,0,279
2025-02-18,Store_A,Bread_400g,Bakery,35.0,35.0,0,263
2025-02-19,Store_A,Bread_400g,Bakery,35.0,35.0,0,287
2025-02-20,Store_A,Bread_400g,Bakery,35.0,35.0,0,276
2025-02-21,Store_A,Bread_400g,Bakery,35.0,35.0,0,383
2025-02-22,Store_A,Bread_400g,Bakery,35.0,35.0,0,430
2025-02-23,Store_A,Bread_400g,Bakery,35.0,35.0,0,347
2025-02-24,Store_A,Bread_400g,Bakery,35.0,35.0,0,254
2025-02-25,Store_A,Bread_400g,Bakery,35.0,35.0,0,251
2025-02-26,Store_A,Bread_400g,Bakery,35.0,35.0,0,259
2025-02-27,Store_A,Bread_400g,Bakery,35.0,35.0,0,264
2025-02-28,Store_A,Bread_400g,Bakery,37.27,35.0,0,324
2025-03-01,Store_A,Bread_400g,Bakery,35.0,35.0,0,381
2025-03-02,Store_A,Bread_400g,Bakery,35.0,35.0,0,352
2025-03-03,Store_A,Bread_400g,Bakery,35.0,35.0,0,291
2025-03-04,Store_A,Bread_400g,Bakery,35.0,35.0,0,241
2025-03-05,Store_A,Bread_400g,Bakery,35.0,35.0,0,267
2025-03-06,Store_A,Bread_400g,Bakery,32.55,35.0,0,323
2025-03-07,Store_A,Bread_400g,Bakery,35.0,35.0,0,350
2025-03-08,Store_A,Bread_400g,Bakery,35.0,35.0,0,401
2025-03-09,Store_A,Bread_400g,Bakery,28.03,35.0,1,666
2025-03-10,Store_A,Bread_400g,Bakery,35.0,35.0,0,255
2025-03-11,Store_A,Bread_400g,Bakery,35.0,35.0,0,312
2025-03-12,Store_A,Bread_400g,Bakery,35.0,35.0,0,268
2025-03-13,Store_A,Bread_400g,Bakery,29.69,35.0,1,448
2025-03-14,Store_A,Bread_400g,Bakery,31.77,35.0,0,406
2025-03-15,Store_A,Bread_400g,Bakery,35.0,35.0,0,341
2025-03-16,Store_A,Bread_400g,Bakery,35.0,35.0,0,319
2025-03-17,Store_A,Bread_400g,Bakery,35.0,35.0,0,285
2025-03-18,Store_A,Bread_400g,Bakery,35.0,35.0,0,232
2025-03-19,Store_A,Bread_400g,Bakery,31.85,35.0,0,304
2025-03-20,Store_A,Bread_400g,Bakery,35.0,35.0,0,232
2025-03-21,Store_A,Bread_400g,Bakery,35.0,35.0,0,333
2025-03-22,Store_A,Bread_400g,Bakery,35.0,35.0,0,376
2025-03-23,Store_A,Bread_400g,Bakery,38.32,35.0,0,250
2025-03-24,Store_A,Bread_400g,Bakery,35.0,35.0,0,272
2025-03-25,Store_A,Bread_400g,Bakery,35.0,35.0,0,224
2025-03-26,Store_A,Bread_400g,Bakery,35.15,35.0,0,238
2025-03-27,Store_A,Bread_400g,Bakery,35.0,35.0,0,293
2025-03-28,Store_A,Bread_400g,Bakery,35.0,35.0,0,320
2025-03-29,Store_A,Bread_400g,Bakery,35.0,35.0,0,400
2025-03-30,Store_A,Bread_400g,Bakery,30.03,35.0,0,414
2025-03-31,Store_A,Bread_400g,Bakery,35.0,35.0,0,279
2025-04-01,Store_A,Bread_400g,Bakery,35.0,35.0,0,240
2025-04-02,Store_A,Bread_400g,Bakery,35.0,35.0,1,368
2025-04-03,Store_A,Bread_400g,Bakery,35.0,35.0,0,259
2025-04-04,Store_A,Bread_400g,Bakery,35.0,35.0,0,375
2025-04-05,Store_A,Bread_400g,Bakery,35.0,35.0,0,317
2025-04-06,Store_A,Bread_400g,Bakery,35.0,35.0,0,338
2025-04-07,Store_A,Bread_400g,Bakery,35.0,35.0,0,228
2025-04-08,Store_A,Bread_400g,Bakery,35.0,35.0,0,247
2025-04-09,Store_A,Bread_400g,Bakery,35.0,35.0,0,240
2025-04-10,Store_A,Bread_400g,Bakery,35.0,35.0,0,260
2025-04-11,Store_A,Bread_400g,Bakery,35.0,35.0,0,340
2025-04-12,Store_A,Bread_400g,Bakery,35.0,35.0,0,428
2025-04-13,Store_A,Bread_400g,Bakery,35.0,35.0,0,371
2025-04-14,Store_A,Bread_400g,Bakery,35.0,35.0,0,234
2025-04-15,Store_A,Bread_400g,Bakery,35.0,35.0,0,242
2025-04-16,Store_A,Bread_400g,Bakery,33.57,35.0,0,246
2025-04-17,Store_A,Bread_400g,Bakery,35.0,35.0,0,264
2025-04-18,Store_A,Bread_400g,Bakery,35.0,35.0,1,408
2025-04-19,Store_A,Bread_400g,Bakery,37.26,35.0,0,376
2025-04-20,Store_A,Bread_400g,Bakery,35.0,35.0,0,339
2025-04-21,Store_A,Bread_400g,Bakery,35.0,35.0,0,215
2025-04-22,Store_A,Bread_400g,Bakery,31.68,35.0,0,289
2025-04-23,Store_A,Bread_400g,Bakery,35.0,35.0,0,245
2025-04-24,Store_A,Bread_400g,Bakery,35.0,35.0,0,287
2025-04-25,Store_A,Bread_400g,Bakery,35.0,35.0,0,325
2025-04-26,Store_A,Bread_400g,Bakery,35.0,35.0,0,404
2025-04-27,Store_A,Bread_400g,Bakery,35.0,35.0,0,291
2025-04-28,Store_A,Bread_400g,Bakery,35.0,35.0,0,226
2025-04-29,Store_A,Bread_400g,Bakery,35.0,35.0,0,234
2025-04-30,Store_A,Bread_400g,Bakery,35.0,35.0,0,241
2025-05-01,Store_A,Bread_400g,Bakery,35.0,35.0,0,256
2025-05-02,Store_A,Bread_400g,Bakery,36.16,35.0,0,305
2025-05-03,Store_A,Bread_400g,Bakery,35.0,35.0,0,389
2025-05-04,Store_A,Bread_400g,Bakery,40.12,35.0,0,234
2025-05-05,Store_A,Bread_400g,Bakery,35.0,35.0,0,248
2025-05-06,Store_A,Bread_400g,Bakery,35.0,35.0,1,307
2025-05-07,Store_A,Bread_400g,Bakery,35.0,35.0,0,243
2025-05-08,Store_A,Bread_400g,Bakery,36.37,35.0,0,240
2025-05-09,Store_A,Bread_400g,Bakery,35.0,35.0,0,307
2025-05-10,Store_A,Bread_400g,Bakery,35.0,35.0,0,352
2025-05-11,Store_A,Bread_400g,Bakery,35.0,35.0,0,329
2025-05-12,Store_A,Bread_400g,Bakery,35.0,35.0,0,286
2025-05-13,Store_A,Bread_400g,Bakery,35.0,35.0,0,220
2025-05-14,Store_A,Bread_400g,Bakery,35.0,35.0,1,326
2025-05-15,Store_A,Bread_400g,Bakery,35.0,35.0,0,249
2025-05-16,Store_A,Bread_400g,Bakery,34.78,35.0,0,330
2025-05-17,Store_A,Bread_400g,Bakery,35.0,35.0,0,354
2025-05-18,Store_A,Bread_400g,Bakery,32.46,35.0,0,329
2025-05-19,Store_A,Bread_400g,Bakery,38.06,35.0,1,320
2025-05-20,Store_A,Bread_400g,Bakery,35.0,35.0,0,210
2025-05-21,Store_A,Bread_400g,Bakery,35.0,35.0,0,239
2025-05-22,Store_A,Bread_400g,Bakery,35.0,35.0,1,354
2025-05-23,Store_A,Bread_400g,Bakery,35.0,35.0,0,304
2025-05-24,Store_A,Bread_400g,Bakery,35.0,35.0,0,362
2025-05-25,Store_A,Bread_400g,Bakery,35.0,35.0,0,312
2025-05-26,Store_A,Bread_400g,Bakery,35.0,35.0,0,264
2025-05-27,Store_A,Bread_400g,Bakery,35.0,35.0,0,227
2025-05-28,Store_A,Bread_400g,Bakery,35.0,35.0,0,264
2025-05-29,Store_A,Bread_400g,Bakery,35.0,35.0,0,230
2025-05-30,Store_A,Bread_400g,Bakery,35.0,35.0,0,303
2025-05-31,Store_A,Bread_400g,Bakery,35.0,35.0,0,332
2025-06-01,Store_A,Bread_400g,Bakery,35.0,35.0,0,313
2025-06-02,Store_A,Bread_400g,Bakery,35.0,35.0,0,202
2025-06-03,Store_A,Bread_400g,Bakery,35.0,35.0,0,194
2025-06-04,Store_A,Bread_400g,Bakery,39.92,35.0,0,212
2025-06-05,Store_A,Bread_400g,Bakery,35.0,35.0,0,222
2025-06-06,Store_A,Bread_400g,Bakery,35.0,35.0,0,306
2025-06-07,Store_A,Bread_400g,Bakery,35.0,35.0,0,337
2025-06-08,Store_A,Bread_400g,Bakery,35.0,35.0,0,285
2025-06-09,Store_A,Bread_400g,Bakery,35.0,35.0,0,245
2025-06-10,Store_A,Bread_400g,Bakery,35.0,35.0,0,212
2025-06-11,Store_A,Bread_400g,Bakery,35.0,35.0,0,195
2025-06-12,Store_A,Bread_400g,Bakery,35.0,35.0,0,254
2025-06-13,Store_A,Bread_400g,Bakery,35.0,35.0,0,296
2025-06-14,Store_A,Bread_400g,Bakery,35.0,35.0,0,341
2025-06-15,Store_A,Bread_400g,Bakery,35.0,35.0,0,272
2025-06-16,Store_A,Bread_400g,Bakery,35.0,35.0,0,229
2025-06-17,Store_A,Bread_400g,Bakery,32.17,35.0,0,259
2025-06-18,Store_A,Bread_400g,Bakery,30.71,35.0,0,241
2025-06-19,Store_A,Bread_400g,Bakery,33.8,35.0,0,231
2025-06-20,Store_A,Bread_400g,Bakery,35.0,35.0,0,261
2025-06-21,Store_A,Bread_400g,Bakery,35.0,35.0,0,365
2025-06-22,Store_A,Bread_400g,Bakery,35.0,35.0,0,254
2025-06-23,Store_A,Bread_400g,Bakery,35.0,35.0,0,234
2025-06-24,Store_A,Bread_400g,Bakery,29.52,35.0,0,266
2025-06-25,Store_A,Bread_400g,Bakery,35.0,35.0,0,226
2025-06-26,Store_A,Bread_400g,Bakery,35.04,35.0,0,222
2025-06-27,Store_A,Bread_400g,Bakery,35.0,35.0,0,293
2025-06-28,Store_A,Bread_400g,Bakery,35.0,35.0,0,378
2025-06-29,Store_A,Bread_400g,Bakery,35.0,35.0,0,308
2025-06-30,Store_A,Bread_400g,Bakery,35.0,35.0,1,270
2025-07-01,Store_A,Bread_400g,Bakery,35.0,35.0,0,205
2025-07-02,Store_A,Bread_400g,Bakery,31.75,35.0,0,264
2025-07-03,Store_A,Bread_400g,Bakery,35.0,35.0,0,244
2025-07-04,Store_A,Bread_400g,Bakery,29.36,35.0,0,375
2025-07-05,Store_A,Bread_400g,Bakery,38.71,35.0,0,266
2025-07-06,Store_A,Bread_400g,Bakery,37.31,35.0,0,304
2025-07-07,Store_A,Bread_400g,Bakery,35.0,35.0,0,198
2025-07-08,Store_A,Bread_400g,Bakery,35.0,35.0,0,217
2025-07-09,Store_A,Bread_400g,Bakery,35.0,35.0,1,308
2025-07-10,Store_A,Bread_400g,Bakery,35.0,35.0,0,188
2025-07-11,Store_A,Bread_400g,Bakery,35.0,35.0,1,406
2025-07-12,Store_A,Bread_400g,Bakery,35.0,35.0,0,354
2025-07-13,Store_A,Bread_400g,Bakery,35.0,35.0,0,326
2025-07-14,Store_A,Bread_400g,Bakery,35.0,35.0,0,230
2025-07-15,Store_A,Bread_400g,Bakery,35.0,35.0,0,235
2025-07-16,Store_A,Bread_400g,Bakery,35.0,35.0,0,214
2025-07-17,Store_A,Bread_400g,Bakery,35.0,35.0,0,263
2025-07-18,Store_A,Bread_400g,Bakery,35.0,35.0,1,374
2025-07-19,Store_A,Bread_400g,Bakery,35.0,35.0,0,343
2025-07-20,Store_A,Bread_400g,Bakery,35.0,35.0,0,317
2025-07-21,Store_A,Bread_400g,Bakery,35.0,35.0,0,228
2025-07-22,Store_A,Bread_400g,Bakery,32.22,35.0,0,252
2025-07-23,Store_A,Bread_400g,Bakery,35.0,35.0,0,222
2025-07-24,Store_A,Bread_400g,Bakery,35.0,35.0,0,233
2025-07-25,Store_A,Bread_400g,Bakery,35.0,35.0,0,261
2025-07-26,Store_A,Bread_400g,Bakery,32.12,35.0,0,367
2025-07-27,Store_A,Bread_400g,Bakery,35.0,35.0,1,466
2025-07-28,Store_A,Bread_400g,Bakery,35.0,35.0,0,211
2025-07-29,Store_A,Bread_400g,Bakery,35.0,35.0,0,239
2025-07-30,Store_A,Bread_400g,Bakery,35.0,35.0,0,206
2025-07-31,Store_A,Bread_400g,Bakery,35.0,35.0,0,248
2025-08-01,Store_A,Bread_400g,Bakery,29.61,35.0,0,370
2025-08-02,Store_A,Bread_400g,Bakery,35.0,35.0,0,386
2025-08-03,Store_A,Bread_400g,Bakery,35.0,35.0,0,287
2025-08-04,Store_A,Bread_400g,Bakery,28.45,35.0,0,281
2025-08-05,Store_A,Bread_400g,Bakery,35.0,35.0,0,186
2025-08-06,Store_A,Bread_400g,Bakery,30.41,35.0,0,285
2025-08-07,Store_A,Bread_400g,Bakery,35.0,35.0,0,178
2025-08-08,Store_A,Bread_400g,Bakery,35.0,35.0,0,278
2025-08-09,Store_A,Bread_400g,Bakery,35.0,35.0,0,381
2025-08-10,Store_A,Bread_400g,Bakery,39.42,35.0,0,253
2025-08-11,Store_A,Bread_400g,Bakery,35.0,35.0,0,212
2025-08-12,Store_A,Bread_400g,Bakery,35.0,35.0,0,202
2025-08-13,Store_A,Bread_400g,Bakery,35.0,35.0,0,223
2025-08-14,Store_A,Bread_400g,Bakery,35.0,35.0,0,260
2025-08-15,Store_A,Bread_400g,Bakery,35.0,35.0,0,282
2025-08-16,Store_A,Bread_400g,Bakery,35.0,35.0,0,341
2025-08-17,Store_A,Bread_400g,Bakery,35.0,35.0,0,308
2025-08-18,Store_A,Bread_400g,Bakery,33.27,35.0,0,216
2025-08-19,Store_A,Bread_400g,Bakery,35.0,35.0,0,227
2025-08-20,Store_A,Bread_400g,Bakery,35.0,35.0,0,277
2025-08-21,Store_A,Bread_400g,Bakery,35.0,35.0,1,364
2025-08-22,Store_A,Bread_400g,Bakery,35.0,35.0,0,340
2025-08-23,Store_A,Bread_400g,Bakery,35.0,35.0,0,277
2025-08-24,Store_A,Bread_400g,Bakery,35.0,35.0,0,324
2025-08-25,Store_A,Bread_400g,Bakery,31.36,35.0,0,304
2025-08-26,Store_A,Bread_400g,Bakery,35.0,35.0,1,317
2025-08-27,Store_A,Bread_400g,Bakery,33.87,35.0,0,278
2025-08-28,Store_A,Bread_400g,Bakery,35.0,35.0,1,318
2025-08-29,Store_A,Bread_400g,Bakery,35.0,35.0,0,285
2025-08-30,Store_A,Bread_400g,Bakery,35.0,35.0,0,317
2025-08-31,Store_A,Bread_400g,Bakery,35.0,35.0,0,310
2025-09-01,Store_A,Bread_400g,Bakery,35.0,35.0,0,258
2025-09-02,Store_A,Bread_400g,Bakery,35.0,35.0,0,229
2025-09-03,Store_A,Bread_400g,Bakery,35.0,35.0,0,236
2025-09-04,Store_A,Bread_400g,Bakery,35.0,35.0,0,266
2025-09-05,Store_A,Bread_400g,Bakery,30.9,35.0,0,369
2025-09-06,Store_A,Bread_400g,Bakery,35.0,35.0,1,467
2025-09-07,Store_A,Bread_400g,Bakery,35.0,35.0,0,327
2025-09-08,Store_A,Bread_400g,Bakery,35.0,35.0,1,340
2025-09-09,Store_A,Bread_400g,Bakery,35.0,35.0,0,222
2025-09-10,Store_A,Bread_400g,Bakery,33.07,35.0,0,273
2025-09-11,Store_A,Bread_400g,Bakery,35.0,35.0,0,279
2025-09-12,Store_A,Bread_400g,Bakery,35.0,35.0,0,297
2025-09-13,Store_A,Bread_400g,Bakery,35.0,35.0,0,392
2025-09-14,Store_A,Bread_400g,Bakery,35.0,35.0,0,334
2025-09-15,Store_A,Bread_400g,Bakery,29.51,35.0,0,294
2025-09-16,Store_A,Bread_400g,Bakery,35.0,35.0,0,226
2025-09-17,Store_A,Bread_400g,Bakery,35.0,35.0,0,269
2025-09-18,Store_A,Bread_400g,Bakery,35.0,35.0,0,239
2025-09-19,Store_A,Bread_400g,Bakery,36.03,35.0,0,300
2025-09-20,Store_A,Bread_400g,Bakery,35.0,35.0,0,441
2025-09-21,Store_A,Bread_400g,Bakery,35.0,35.0,0,323
2025-09-22,Store_A,Bread_400g,Bakery,29.06,35.0,0,355
2025-09-23,Store_A,Bread_400g,Bakery,35.0,35.0,0,237
2025-09-24,Store_A,Bread_400g,Bakery,31.41,35.0,0,294
2025-09-25,Store_A,Bread_400g,Bakery,35.0,35.0,0,263
2025-09-26,Store_A,Bread_400g,Bakery,35.0,35.0,1,464
2025-09-27,Store_A,Bread_400g,Bakery,31.59,35.0,0,383
2025-09-28,Store_A,Bread_400g,Bakery,35.0,35.0,0,347
2025-09-29,Store_A,Bread_400g,Bakery,35.0,35.0,0,227
2025-09-30,Store_A,Bread_400g,Bakery,35.0,35.0,0,231
2025-10-01,Store_A,Bread_400g,Bakery,35.0,35.0,1,520
2025-10-02,Store_A,Bread_400g,Bakery,35.0,35.0,0,365
2025-10-03,Store_A,Bread_400g,Bakery,35.0,35.0,0,570
2025-10-04,Store_A,Bread_400g,Bakery,35.31,35.0,0,591
2025-10-05,Store_A,Bread_400g,Bakery,35.0,35.0,0,449
2025-10-06,Store_A,Bread_400g,Bakery,35.0,35.0,0,323
2025-10-07,Store_A,Bread_400g,Bakery,35.0,35.0,0,353
2025-10-08,Store_A,Bread_400g,Bakery,35.0,35.0,0,423
2025-10-09,Store_A,Bread_400g,Bakery,35.0,35.0,0,411
2025-10-10,Store_A,Bread_400g,Bakery,35.0,35.0,0,501
2025-10-11,Store_A,Bread_400g,Bakery,35.0,35.0,0,500
2025-10-12,Store_A,Bread_400g,Bakery,35.0,35.0,0,499
2025-10-13,Store_A,Bread_400g,Bakery,35.0,35.0,0,412
2025-10-14,Store_A,Bread_400g,Bakery,35.0,35.0,0,364
2025-10-15,Store_A,Bread_400g,Bakery,35.0,35.0,0,330
2025-10-16,Store_A,Bread_400g,Bakery,35.0,35.0,0,400
2025-10-17,Store_A,Bread_400g,Bakery,36.36,35.0,0,395
2025-10-18,Store_A,Bread_400g,Bakery,33.7,35.0,0,600
2025-10-19,Store_A,Bread_400g,Bakery,35.0,35.0,0,473
2025-10-20,Store_A,Bread_400g,Bakery,35.0,35.0,0,409
2025-10-21,Store_A,Bread_400g,Bakery,35.0,35.0,0,351
2025-10-22,Store_A,Bread_400g,Bakery,35.0,35.0,0,398
2025-10-23,Store_A,Bread_400g,Bakery,35.0,35.0,0,408
2025-10-24,Store_A,Bread_400g,Bakery,35.0,35.0,0,477
2025-10-25,Store_A,Bread_400g,Bakery,35.0,35.0,0,676
2025-10-26,Store_A,Bread_400g,Bakery,35.0,35.0,0,497
2025-10-27,Store_A,Bread_400g,Bakery,35.0,35.0,0,394
2025-10-28,Store_A,Bread_400g,Bakery,35.0,35.0,0,370
2025-10-29,Store_A,Bread_400g,Bakery,35.0,35.0,0,399
2025-10-30,Store_A,Bread_400g,Bakery,35.0,35.0,0,480
2025-10-31,Store_A,Bread_400g,Bakery,35.0,35.0,0,530
2025-11-01,Store_A,Bread_400g,Bakery,35.0,35.0,0,574
2025-11-02,Store_A,Bread_400g,Bakery,35.0,35.0,0,594
2025-11-03,Store_A,Bread_400g,Bakery,35.0,35.0,0,424
2025-11-04,Store_A,Bread_400g,Bakery,35.0,35.0,0,365
2025-11-05,Store_A,Bread_400g,Bakery,35.0,35.0,1,599
2025-11-06,Store_A,Bread_400g,Bakery,35.0,35.0,0,381
2025-11-07,Store_A,Bread_400g,Bakery,35.0,35.0,0,472
2025-11-08,Store_A,Bread_400g,Bakery,35.0,35.0,0,530
2025-11-09,Store_A,Bread_400g,Bakery,35.0,35.0,0,455
2025-11-10,Store_A,Bread_400g,Bakery,35.0,35.0,0,448
2025-11-11,Store_A,Bread_400g,Bakery,29.95,35.0,0,449
2025-11-12,Store_A,Bread_400g,Bakery,35.0,35.0,0,373
2025-11-13,Store_A,Bread_400g,Bakery,32.54,35.0,0,520
2025-11-14,Store_A,Bread_400g,Bakery,35.61,35.0,0,515
2025-11-15,Store_A,Bread_400g,Bakery,31.88,35.0,0,831
2025-11-16,Store_A,Bread_400g,Bakery,35.0,35.0,0,543
2025-11-17,Store_A,Bread_400g,Bakery,35.0,35.0,0,368
2025-11-18,Store_A,Bread_400g,Bakery,35.0,35.0,0,378
2025-11-19,Store_A,Bread_400g,Bakery,35.0,35.0,0,365
2025-11-20,Store_A,Bread_400g,Bakery,35.0,35.0,0,467
2025-11-21,Store_A,Bread_400g,Bakery,35.0,35.0,0,500
2025-11-22,Store_A,Bread_400g,Bakery,35.0,35.0,0,588
2025-11-23,Store_A,Bread_400g,Bakery,35.0,35.0,0,661
2025-11-24,Store_A,Bread_400g,Bakery,38.47,35.0,1,504
2025-11-25,Store_A,Bread_400g,Bakery,35.0,35.0,0,363
2025-11-26,Store_A,Bread_400g,Bakery,35.0,35.0,0,411
2025-11-27,Store_A,Bread_400g,Bakery,35.0,35.0,0,472
2025-11-28,Store_A,Bread_400g,Bakery,35.0,35.0,1,674
2025-11-29,Store_A,Bread_400g,Bakery,35.0,35.0,1,889
2025-11-30,Store_A,Bread_400g,Bakery,28.54,35.0,0,807
2025-12-01,Store_A,Bread_400g,Bakery,35.0,35.0,0,377
2025-12-02,Store_A,Bread_400g,Bakery,35.0,35.0,0,345
2025-12-03,Store_A,Bread_400g,Bakery,35.0,35.0,0,388
2025-12-04,Store_A,Bread_400g,Bakery,35.0,35.0,0,359
2025-12-05,Store_A,Bread_400g,Bakery,31.57,35.0,0,553
2025-12-06,Store_A,Bread_400g,Bakery,35.0,35.0,0,618
2025-12-07,Store_A,Bread_400g,Bakery,35.0,35.0,0,482
2025-12-08,Store_A,Bread_400g,Bakery,35.0,35.0,1,510
2025-12-09,Store_A,Bread_400g,Bakery,35.0,35.0,0,361
2025-12-10,Store_A,Bread_400g,Bakery,35.0,35.0,0,415
2025-12-11,Store_A,Bread_400g,Bakery,35.0,35.0,1,498
2025-12-12,Store_A,Bread_400g,Bakery,28.09,35.0,0,632
2025-12-13,Store_A,Bread_400g,Bakery,34.43,35.0,0,533
2025-12-14,Store_A,Bread_400g,Bakery,38.97,35.0,0,372
2025-12-15,Store_A,Bread_400g,Bakery,35.0,35.0,1,526
2025-12-16,Store_A,Bread_400g,Bakery,35.0,35.0,0,351
2025-12-17,Store_A,Bread_400g,Bakery,35.0,35.0,0,388
2025-12-18,Store_A,Bread_400g,Bakery,35.0,35.0,0,359
2025-12-19,Store_A,Bread_400g,Bakery,35.0,35.0,0,538
2025-12-20,Store_A,Bread_400g,Bakery,40.01,35.0,0,512
2025-12-21,Store_A,Bread_400g,Bakery,35.0,35.0,0,476
2025-12-22,Store_A,Bread_400g,Bakery,38.01,35.0,0,331
2025-12-23,Store_A,Bread_400g,Bakery,35.0,35.0,0,373
2025-12-24,Store_A,Bread_400g,Bakery,35.0,35.0,0,409
2025-12-25,Store_A,Bread_400g,Bakery,29.97,35.0,0,495
2025-12-26,Store_A,Bread_400g,Bakery,39.29,35.0,0,412
2025-12-27,Store_A,Bread_400g,Bakery,35.0,35.0,0,649
2025-12-28,Store_A,Bread_400g,Bakery,35.0,35.0,0,519
2025-12-29,Store_A,Bread_400g,Bakery,35.0,35.0,0,426
